sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
古亭,臺北市,38,,良好,1.1,0.23,44.9,34.5,30,14,13.8,15.7,1.9,1.9,49,"2024-06-21 14:00",,0.2,11.8,23,0,121.529556,25.020608,14
萬華,臺北市,31,,良好,0.5,0.31,36.5,30.7,29,9,14.7,16.9,2.1,1.7,32,"2024-06-21 14:00",,0.3,9.6,27,0,121.507972,25.046503,13
中山,臺北市,43,,良好,0.7,0.22,37.1,29.8,29,15,11.9,14.8,2.9,2.5,15,"2024-06-21 14:00",,0.3,13.2,24,0,121.526528,25.062361,12
士林,臺北市,45,,良好,0.6,0.16,35.4,28.6,36,13,9.2,11.9,2.7,3.6,338,"2024-06-21 14:00",,0.2,13.9,29,0,121.51666356,25.10334003,11
淡水,新北市,41,,良好,1.4,0.06,25.2,26.6,19,4,2.6,3.5,0.9,3.2,320,"2024-06-21 14:00",,0.1,6.4,41,1,121.449239,25.1645,10
林口,新北市,26,,良好,1,0.11,39.8,26.7,31,8,6.1,6.9,0.8,4.8,272,"2024-06-21 14:00",,0.1,8,20,0,121.36548982,25.07798949,9
菜寮,新北市,43,,良好,1.2,0.21,39.1,31.1,31,12,9.6,11.4,1.7,2.4,320,"2024-06-21 14:00",,0.3,13.1,26,0,121.481028,25.06895,8
新莊,新北市,37,,良好,0.5,0.14,45.4,30.0,34,12,7,8.3,1.3,4.3,255,"2024-06-21 14:00",,0.2,11.5,31,0,121.4325,25.037972,7
板橋,新北市,32,,良好,1.5,0.26,47.8,32.0,31,13,12.6,15.1,2.4,3.9,335,"2024-06-21 14:00",,0.2,9.9,23,0,121.458667,25.012972,6
土城,新北市,48,,良好,,,44.6,27.1,,10,,,,3.2,312,"2024-06-21 14:00",,0.2,14.7,22,0,121.451861,24.982528,5
新店,新北市,41,,良好,1.4,0.27,66.7,41.0,24,13,10.3,11.9,1.6,2.3,349,"2024-06-21 14:00",,0.2,12.7,22,0,121.537778,24.977222,4
萬里,新北市,23,,良好,0.4,0.18,45.7,25.7,20,4,2.9,4,1.1,1.2,50,"2024-06-21 14:00",,0.1,5.4,17,0,121.689881,25.179667,3
汐止,新北市,37,,良好,1.8,0.49,,32.7,,12,7,9.1,2.1,2.5,43,"2024-06-21 14:00",,0.6,11.5,18,1,121.64081,25.06624,2
基隆,基隆市,23,,良好,1.7,0.18,51.1,25.7,15,3,1.9,2.6,0.7,1.6,83,"2024-06-21 14:00",,0.2,4.4,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,17,,良好,0.2,0.03,25.3,18.6,9,3,0.3,0.5,0.1,3.7,186,"2024-06-21 13:00",,0,1.8,11,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,17,,良好,0.3,0.17,29,18.4,14,3,1.4,1.9,0.5,1.5,298,"2024-06-21 13:00",,0.2,2.8,13,0,120.65525382,24.39017512,312
新北(樹林),新北市,31,,良好,1.1,0.2,,15.1,22,,9.8,11.7,1.9,0.5,7,"2024-06-21 13:00",,0.2,9.6,19,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,23,,良好,0.2,0.07,14.8,10.7,11,8,0.7,1.7,1,1.1,131,"2024-06-21 13:00",,0,7.2,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,23,,良好,0.8,0.1,24,15.8,14,6,4.3,7.5,3.1,1.6,224,"2024-06-21 13:00",,0.1,7.1,17,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,19,,良好,0.4,0.08,16.5,10.1,21,1,1,3.7,2.7,2.9,200,"2024-06-21 13:00",,0.1,5,19,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,21,,良好,1.8,0.19,34,18.4,25,7,6.1,9.1,3,1.3,295,"2024-06-21 13:00",,0.1,6.5,18,1,120.56373,23.96117,201
大城,彰化縣,18,,良好,4.1,0.04,19.5,17.8,22,4,7,12.4,5.3,6.2,268,"2024-06-21 13:00",,0,5.5,18,1,120.26964167,23.85493056,85
富貴角,新北市,29,,良好,0.8,0.1,41.3,25.1,21,11,1,1,0,3.2,254,"2024-06-21 13:00",,0.1,8.8,20,0,121.53656894,25.29681695,84
麥寮,雲林縣,16,,良好,1.7,0.08,28,17.9,16,2,0,0.8,0.7,4.4,232,"2024-06-21 13:00",,0.1,3.1,14,1,120.251825,23.753506,83
關山,臺東縣,17,,良好,,0.07,20.7,10.0,13,2,1.5,2.3,0.7,2.9,215,"2024-06-21 13:00",,0,1.9,17,0,121.161933,23.045083,80
馬公,澎湖縣,15,,良好,0.8,0.09,24.3,16.4,5,0,1.9,3.2,1.3,2.7,272,"2024-06-21 13:00",,0.1,0.4,3,0,119.566158,23.569031,78
金門,金門縣,18,,良好,1.6,0.15,34.7,19.3,4,6,4.3,5.7,1.3,3.1,180,"2024-06-21 13:00",,0.1,3.5,4,0,118.312256,24.432133,77
馬祖,連江縣,24,,良好,0.5,0.07,31.9,22.2,19,7,1.1,2.1,0.9,3.4,184,"2024-06-21 13:00",,0,6.8,24,0,119.93149378,26.15188416,75
埔里,南投縣,28,,良好,1,0.1,29.1,17.5,9,3,0.6,2.3,1.6,3.3,305,"2024-06-21 13:00",,0.1,8.5,13,1,120.967903,23.968842,72
復興,高雄市,11,,良好,0.8,0.17,14.5,8.5,13,2,5.6,10.6,4.9,1.3,295,"2024-06-21 13:00",,0.2,3.1,11,1,120.312017,22.608711,71
永和,新北市,46,,良好,1.3,0.65,49.5,22.4,28,19,24.5,33.5,8.9,2.2,31,"2024-06-21 13:00",,0.7,14.2,21,1,121.516306,25.017,70
竹山,南投縣,25,,良好,1.1,0.07,33.9,19.0,8,6,1.5,2.4,0.8,2.7,236,"2024-06-21 13:00",,0.1,7.7,12,0,120.677306,23.756389,69
中壢,桃園市,28,,良好,,0.39,37.3,16.4,24,9,16.6,32.4,15.8,2.1,53,"2024-06-21 13:00",,0.7,8.6,19,,121.221667,24.953278,68
三重,新北市,42,,良好,,,17.4,13,29,13,,,,-,-,"2024-06-21 13:00",,0.6,13,25,0,121.493806,25.072611,67
冬山,宜蘭縣,29,,良好,0.8,0.27,26.3,16.2,12,4,4.8,7.8,3,3.2,160,"2024-06-21 13:00",,0.4,8.9,24,0,121.792928,24.632203,66
宜蘭,宜蘭縣,21,,良好,1,0.15,34.7,23.2,9,1,2.4,3.5,1.1,2.7,46,"2024-06-21 13:00",,0.1,4.4,21,0,121.746394,24.747917,65
陽明,臺北市,23,,良好,0.7,0.17,38.9,23.0,16,14,3.5,4.4,0.9,1.9,350,"2024-06-21 13:00",,0.1,7.1,14,0,121.529583,25.182722,64
花蓮,花蓮縣,10,,良好,0,0.1,14.4,8.6,13,2,1.4,2.1,0.7,4,164,"2024-06-21 13:00",,0.1,2.3,10,0,121.599769,23.971306,63
臺東,臺東縣,13,,良好,1.2,0.13,17.1,10.1,16,2,2.4,4.5,2,2.6,162,"2024-06-21 13:00",,0.1,1.2,13,0,121.15045,22.755358,62
恆春,屏東縣,14,,良好,0.6,0.09,19,16.0,10,2,0.4,0.9,0.5,3.5,173,"2024-06-21 13:00",,0,3.2,9,0,120.788928,21.958069,61
潮州,屏東縣,15,,良好,0.7,0.06,18.9,12.3,18,4,0.9,0.6,0,3.7,208,"2024-06-21 13:00",,0,2.6,15,0,120.561175,22.523108,60
屏東,屏東縣,16,,良好,0.6,0.11,18.1,12.3,14,0,2.6,3.9,1.2,3.2,167,"2024-06-21 13:00",,0.1,1.6,16,0,120.488033,22.673081,59
小港,高雄市,22,,良好,0.8,0.09,14.9,8.0,12,6,6.1,10.9,4.8,1.9,111,"2024-06-21 13:00",,0.1,6.9,16,2,120.337736,22.565833,58
前鎮,高雄市,15,,良好,1.7,0.12,16,9.2,16,3,4.5,9.3,4.7,2.5,183,"2024-06-21 13:00",,0.2,3.7,15,2,120.30833356,22.6044507,57
前金,高雄市,13,,良好,0.3,0.09,15.7,10.3,19,8,4.3,7.4,3.1,4.5,192,"2024-06-21 13:00",,0.1,4,12,1,120.28676111,22.63390278,56
左營,高雄市,22,,良好,1.4,0.11,16.2,10.4,22,10,5.8,10.5,4.6,4.1,209,"2024-06-21 13:00",,0.1,6.9,19,1,120.292917,22.674861,54
楠梓,高雄市,32,,良好,,,,9.0,35,,,,,1.7,178,"2024-06-21 13:00",,0.2,10,27,2,120.328289,22.733667,53
林園,高雄市,16,,良好,0.5,0.08,17.2,12.5,17,1,1.7,2.3,0.6,4.1,185,"2024-06-21 13:00",,0,2.6,16,0,120.41175,22.4795,52
大寮,高雄市,19,,良好,0.4,0.07,15.9,10.0,21,5,1.2,2.6,1.3,3.7,178,"2024-06-21 13:00",,0,5.3,19,0,120.425311,22.56413611,51
鳳山,高雄市,17,,良好,4.4,0.47,16.4,10.4,29,6,9.5,14.6,5,1,324,"2024-06-21 13:00",,0.2,3.9,17,1,120.357422,22.628126,50
仁武,高雄市,27,,良好,4.6,0.34,24.8,14.8,24,11,9.7,14.3,4.5,2.7,170,"2024-06-21 13:00",,0.2,8.2,17,1,120.332631,22.689056,49
橋頭,高雄市,23,,良好,2.6,0.21,25,13.9,21,10,8.2,11.9,3.7,3,202,"2024-06-21 13:00",,0.1,7.1,18,1,120.305689,22.757506,48
美濃,高雄市,16,,良好,1,0.1,28.5,17.8,14,3,2.1,2.9,0.8,3.2,209,"2024-06-21 13:00",,0.1,2.8,15,0,120.530542,22.883583,47
臺南,臺南市,17,,良好,1.9,0.09,18.1,14.3,19,2,4.3,6.9,2.6,3.8,222,"2024-06-21 13:00",,0.1,2.6,17,0,120.21947897,22.98928311,46
安南,臺南市,19,,良好,0.8,0.12,21.2,16.4,25,5,2.4,3.4,1,4.3,239,"2024-06-21 13:00",,0.2,5.7,19,1,120.2175,23.048197,45
善化,臺南市,24,,良好,0.7,0.13,43.1,21.2,22,9,5.6,6.8,1.2,3.2,200,"2024-06-21 13:00",,0.1,7.5,15,0,120.29740529,23.11337642,44
新營,臺南市,19,,良好,1.2,0.27,45.1,20.6,26,9,5.3,7.1,1.8,2.6,246,"2024-06-21 13:00",,0.1,4.4,16,0,120.31725,23.305633,43
嘉義,嘉義市,14,,良好,1.1,0.12,37.4,15.5,11,2,2.7,3.5,0.8,4.2,265,"2024-06-21 13:00",,0.1,3,12,0,120.44125148,23.46477865,42
臺西,雲林縣,16,,良好,1.2,0.08,27,17.5,11,3,0.9,1.2,0.2,4.3,228,"2024-06-21 13:00",,0.1,4.8,16,0,120.19933333,23.702175,41
朴子,嘉義縣,22,,良好,1.2,0.12,,15.7,18,5,0,13.5,13.5,2.7,263,"2024-06-21 13:00",,0.1,5.4,22,1,120.2478,23.46538,40
新港,嘉義縣,23,,良好,1.7,0.07,32.8,22.4,20,5,2.4,3.3,0.9,4,252,"2024-06-21 13:00",,0.1,7.2,19,1,120.345531,23.554839,39
崙背,雲林縣,23,,良好,0.8,0.1,32.8,16.8,22,11,1.8,1.9,0.1,2.2,256,"2024-06-21 13:00",,0.1,7.1,16,0,120.348742,23.757547,38
斗六,雲林縣,19,,良好,1.2,0.17,39.3,20.5,15,4,2.8,4.4,1.6,2.7,254,"2024-06-21 13:00",,0.1,4.3,14,1,120.544994,23.711853,37
南投,南投縣,17,,良好,0.7,0.15,37.8,18.8,15,8,4.1,6.6,2.4,1.7,301,"2024-06-21 13:00",,0.1,4.3,16,0,120.685306,23.913,36
二林,彰化縣,28,,良好,2.1,0.09,26.7,18.7,26,5,3.5,4.7,1.1,5.6,274,"2024-06-21 13:00",,0.1,8.6,26,1,120.409653,23.925175,35
線西,彰化縣,18,,良好,0.7,0.07,26.1,19.1,8,2,1,1.2,0.2,5.3,243,"2024-06-21 13:00",,0.1,4,12,0,120.469061,24.131672,34
彰化,彰化縣,19,,良好,1.3,0.1,36.4,20.6,13,7,5.5,8.7,3.2,3.1,294,"2024-06-21 13:00",,0.1,3.2,14,1,120.541519,24.066,33
西屯,臺中市,20,,良好,2.3,0.12,41.5,20.2,24,6,5.1,6.9,1.7,3.4,235,"2024-06-21 13:00",,0.1,5.3,20,1,120.616917,24.162197,32
忠明,臺中市,19,,良好,1.5,0.17,40.4,20.8,23,8,6.2,8.7,2.4,2.9,260,"2024-06-21 13:00",,0.1,3.1,15,1,120.641092,24.151958,31
大里,臺中市,27,,良好,1.4,0.15,44.1,20.3,20,13,5.1,5,0,3.9,277,"2024-06-21 13:00",,0.1,8.2,15,1,120.67844444,24.09961111,30
沙鹿,臺中市,14,,良好,0.9,0.11,34.2,14.9,15,2,,,,3.8,254,"2024-06-21 13:00",,0.1,4.3,14,0,120.568794,24.225628,29
豐原,臺中市,22,,良好,1.5,0.18,47.2,24.6,21,11,4.8,6.4,1.6,3.7,268,"2024-06-21 13:00",,0.1,4.9,14,1,120.74252414,24.25699731,28
三義,苗栗縣,20,,良好,,,,20.4,,,,,,2.7,215,"2024-06-21 13:00",,0.1,6.2,11,1,120.75956754,24.38248443,27
苗栗,苗栗縣,21,,良好,1.9,0.09,36.4,23.2,15,7,6.1,8.6,2.5,3.3,230,"2024-06-21 13:00",,0.1,4.9,11,1,120.82011468,24.56499183,26
頭份,苗栗縣,19,,良好,0.9,0.11,28.8,20.5,14,5,2.7,5,2.3,5.6,273,"2024-06-21 13:00",,0.1,4.1,17,1,120.89869286,24.69690679,25
新竹,新竹市,17,,良好,1.8,0.17,28.6,18.1,10,1,7.2,9.8,2.5,3.2,240,"2024-06-21 13:00",,0.2,4,12,1,120.97236752,24.8056356,24
竹東,新竹縣,19,,良好,1.4,0.16,49.4,21.5,26,8,4.9,5.8,0.9,3.5,275,"2024-06-21 13:00",,0.1,4.3,15,0,121.08895493,24.74091408,23
湖口,新竹縣,28,,良好,1.6,0.1,33.4,19.3,13,10,3,4.3,1.2,5.7,257,"2024-06-21 13:00",,0.1,8.7,17,0,121.03886894,24.90009696,22
龍潭,桃園市,21,,良好,2.1,0.2,54.4,23.0,24,9,7,7.9,0.9,4.5,272,"2024-06-21 13:00",,0.1,4.5,15,0,121.21645772,24.86400048,21
平鎮,桃園市,19,,良好,0.8,0.16,42.2,21.6,27,8,7.8,9.3,1.4,3.3,262,"2024-06-21 13:00",,0.1,4.6,17,0,121.203986,24.952786,20
觀音,桃園市,22,,良好,0,0.04,28,18.6,8,7,1.8,2.8,0.9,4.9,259,"2024-06-21 13:00",,0.1,6.8,13,0,121.08283092,25.03556747,19
大園,桃園市,19,,良好,1.1,0.13,35.5,20.1,17,9,3.5,5.3,1.8,5.6,256,"2024-06-21 13:00",,0.1,6,13,0,121.20251473,25.06100357,18
桃園,桃園市,21,,良好,1.3,0.18,46.9,23.4,21,6,6.4,7.4,1,2.6,272,"2024-06-21 13:00",,0.2,4.5,13,0,121.30500531,24.9947107,17
大同,臺北市,40,,良好,1.6,0.53,38.5,12.3,34,14,21.3,30.2,8.8,-,-,"2024-06-21 13:00",,1.1,12.4,24,1,121.51342074,25.06331455,16
松山,臺北市,34,,良好,0.7,0.24,65.3,23.3,29,15,10.6,11.7,1.1,2.2,23,"2024-06-21 13:00",,0.2,10.5,20,0,121.578611,25.05,15
古亭,臺北市,37,,良好,1.2,0.27,63.6,29.2,30,18,12.6,14.3,1.7,1.3,290,"2024-06-21 13:00",,0.2,11.5,21,0,121.529556,25.020608,14
萬華,臺北市,31,,良好,0.9,0.3,52.2,26.9,36,10,14,16.3,2.3,1.9,20,"2024-06-21 13:00",,0.2,9.6,26,0,121.507972,25.046503,13
中山,臺北市,40,,良好,1.4,0.24,48.6,26.0,33,16,12.1,15,2.8,3.2,358,"2024-06-21 13:00",,0.3,12.4,22,0,121.526528,25.062361,12
士林,臺北市,42,,良好,1.1,0.17,43.9,24.5,42,15,10.4,12.8,2.4,3.9,329,"2024-06-21 13:00",,0.2,13,25,0,121.51666356,25.10334003,11
淡水,新北市,50,,良好,1.8,0.09,37.3,26.8,21,8,2.7,3.3,0.6,3.5,320,"2024-06-21 13:00",,0.1,6.4,50,1,121.449239,25.1645,10
林口,新北市,26,,良好,1.1,0.14,45.2,22.1,22,10,7.3,8.3,0.9,3.5,287,"2024-06-21 13:00",,0.1,8,18,0,121.36548982,25.07798949,9
菜寮,新北市,41,,良好,1.5,0.23,48.6,26.6,29,11,9.7,11.8,2,2,314,"2024-06-21 13:00",,0.3,12.7,25,0,121.481028,25.06895,8
新莊,新北市,37,,良好,0.5,0.2,44.7,24.7,37,9,9.6,11.1,1.4,1.9,230,"2024-06-21 13:00",,0.2,11.3,30,0,121.4325,25.037972,7
板橋,新北市,29,,良好,1.6,0.32,55.6,26.4,32,13,11.6,13.7,2.1,3.2,25,"2024-06-21 13:00",,0.3,9,21,0,121.458667,25.012972,6
土城,新北市,52,細懸浮微粒,普通,1,0.25,,21.2,25,,7.7,8.8,1,1.7,327,"2024-06-21 13:00",,0.2,15.9,21,0,121.451861,24.982528,5
新店,新北市,41,,良好,1.2,0.28,80.4,33.5,29,19,8.9,10.5,1.5,2.9,356,"2024-06-21 13:00",,0.2,12.5,22,0,121.537778,24.977222,4
萬里,新北市,19,,良好,0.2,0.15,36.1,20.9,16,4,1.9,3.4,1.4,1.6,47,"2024-06-21 13:00",,0.1,6,16,0,121.689881,25.179667,3
汐止,新北市,38,,良好,2,0.59,50.2,29.0,21,10,9,11.2,2.2,2.4,24,"2024-06-21 13:00",,0.6,11.6,18,1,121.64081,25.06624,2
基隆,基隆市,18,,良好,1.5,0.19,43.1,19.6,14,5,2.4,3.4,0.9,1.8,80,"2024-06-21 13:00",,0.2,4.6,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,14,,良好,0.2,0.07,23.9,16.0,20,0,0.3,0.5,0.1,3.6,187,"2024-06-21 12:00",,0.1,1.5,11,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,14,,良好,1,0.18,32.4,15.9,17,5,3,3.9,0.8,1.3,291,"2024-06-21 12:00",,0.2,2.5,13,0,120.65525382,24.39017512,312
新北(樹林),新北市,33,,良好,,,29.5,13.7,,6,,,,0.6,13,"2024-06-21 12:00",,0.1,10.3,18,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,23,,良好,0.2,0.08,15.8,9.6,20,9,0.8,1.8,1,1.2,129,"2024-06-21 12:00",,0,7.2,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,23,,良好,1,0.16,29.2,13.3,26,10,7.9,11.4,3.5,0.6,191,"2024-06-21 12:00",,0.1,7,18,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,19,,良好,0.4,0.08,14.2,8.2,22,2,1.8,5.3,3.5,2.8,221,"2024-06-21 12:00",,0.1,6,19,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,21,,良好,1.7,0.18,30.5,15.4,23,7,5.4,8.8,3.3,1.1,70,"2024-06-21 12:00",,0.1,6.4,17,1,120.56373,23.96117,201
大城,彰化縣,20,,良好,1.6,0.03,29.2,15.5,16,9,2.5,3.1,0.5,4.9,226,"2024-06-21 12:00",,0,6,20,1,120.26964167,23.85493056,85
富貴角,新北市,27,,良好,0.9,0.14,44.7,21.1,21,11,2,2.4,0.3,3.5,258,"2024-06-21 12:00",,0.1,8.2,20,0,121.53656894,25.29681695,84
麥寮,雲林縣,14,,良好,1.8,0.09,31.1,15.0,10,2,0.8,1.3,0.4,4.2,252,"2024-06-21 12:00",,0.1,3.5,13,1,120.251825,23.753506,83
關山,臺東縣,18,,良好,,0.07,17.6,7.4,12,2,1.5,2.6,1,3.6,216,"2024-06-21 12:00",,0,2.2,18,0,121.161933,23.045083,80
馬公,澎湖縣,13,,良好,0.8,0.09,18.2,15.0,3,0,4.6,8.1,3.5,2.1,262,"2024-06-21 12:00",,0.1,0.5,2,0,119.566158,23.569031,78
金門,金門縣,14,,良好,1.5,0.1,31.4,15.8,3,4,4.5,6,1.4,3.5,193,"2024-06-21 12:00",,0.1,3,4,0,118.312256,24.432133,77
馬祖,連江縣,23,,良好,0.7,0.09,34,19.4,25,9,2.5,3.9,1.3,5,183,"2024-06-21 12:00",,0,6.9,23,0,119.93149378,26.15188416,75
埔里,南投縣,31,,良好,1,0.09,23.1,14.1,9,6,0.6,2.1,1.4,2.5,317,"2024-06-21 12:00",,0.1,9.7,15,1,120.967903,23.968842,72
復興,高雄市,11,,良好,0.8,0.15,13.8,6.9,15,4,5.7,11.1,5.3,1.3,205,"2024-06-21 12:00",,0.2,3.2,11,1,120.312017,22.608711,71
永和,新北市,44,,良好,1.2,0.7,46.5,16.9,25,20,24.1,30.5,6.4,1.8,32,"2024-06-21 12:00",,0.6,13.4,20,1,121.516306,25.017,70
竹山,南投縣,29,,良好,1,0.06,29.3,14.9,9,8,1.6,2.4,0.8,2.3,251,"2024-06-21 12:00",,0.1,8.8,14,0,120.677306,23.756389,69
中壢,桃園市,33,,良好,0,0.5,34,12.3,22,7,20.8,42,21.2,1.1,64,"2024-06-21 12:00",,0.7,8.4,18,0,121.221667,24.953278,68
三重,新北市,42,,良好,1.2,0.36,31.8,10.9,31,,23.2,36.5,13.3,-,-,"2024-06-21 12:00",,0.6,13,23,0,121.493806,25.072611,67
冬山,宜蘭縣,33,,良好,0.9,0.35,35.9,12.9,20,7,8.6,12.2,3.5,2.2,172,"2024-06-21 12:00",,0.4,10.1,27,0,121.792928,24.632203,66
宜蘭,宜蘭縣,25,,良好,1.1,0.19,30.2,19.7,38,3,3.9,6.4,2.4,2.4,16,"2024-06-21 12:00",,0.1,5.5,25,0,121.746394,24.747917,65
陽明,臺北市,19,,良好,0.9,0.19,35.8,19.5,21,8,4.9,6,1,1.2,310,"2024-06-21 12:00",,0.1,5.9,13,0,121.529583,25.182722,64
花蓮,花蓮縣,9,,良好,,,,,,,,,,,,"2024-06-21 12:00",,0.1,2.2,9,0,121.599769,23.971306,63
臺東,臺東縣,13,,良好,1.2,0.16,16.8,8.0,20,4,3.3,6.3,3,2.3,150,"2024-06-21 12:00",,0.1,0.8,13,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.6,0.09,17.7,14.6,7,5,0.4,0.8,0.4,4.7,169,"2024-06-21 12:00",,0,3.7,9,0,120.788928,21.958069,61
潮州,屏東縣,14,,良好,0.7,0.06,18.3,10.2,16,6,1,1,0,3.6,209,"2024-06-21 12:00",,0,2.1,14,0,120.561175,22.523108,60
屏東,屏東縣,16,,良好,0.6,0.12,18,10.4,13,0,2.6,4.1,1.4,2.9,191,"2024-06-21 12:00",,0.1,2.3,16,0,120.488033,22.673081,59
小港,高雄市,24,,良好,0.8,0.09,13.7,6.2,20,7,6,11.4,5.4,1.7,113,"2024-06-21 12:00",,0.2,7.4,18,2,120.337736,22.565833,58
前鎮,高雄市,14,,良好,1.6,0.13,15.5,7.4,14,6,5.1,10.7,5.5,3.3,198,"2024-06-21 12:00",,0.2,3.8,14,2,120.30833356,22.6044507,57
前金,高雄市,10,,良好,0.7,0.1,16.7,8.6,8,2,5.9,9.9,3.9,4.9,188,"2024-06-21 12:00",,0.1,3.2,10,1,120.28676111,22.63390278,56
左營,高雄市,22,,良好,1.4,0.12,17.9,8.7,25,8,6.8,12.3,5.4,3.9,211,"2024-06-21 12:00",,0.1,6.9,19,1,120.292917,22.674861,54
楠梓,高雄市,30,,良好,4,0.34,,8.0,,17,11.3,14.6,3.2,3,195,"2024-06-21 12:00",,0.2,9.2,23,2,120.328289,22.733667,53
林園,高雄市,15,,良好,0.3,0.08,17.4,10.8,20,2,2.1,3.3,1.1,3.7,190,"2024-06-21 12:00",,0,3,15,0,120.41175,22.4795,52
大寮,高雄市,18,,良好,0.5,0.07,16.1,8.0,15,6,1.3,2.6,1.3,3.6,200,"2024-06-21 12:00",,0.1,5.2,18,0,120.425311,22.56413611,51
鳳山,高雄市,14,,良好,,,16.5,8.5,,,,,,1.8,146,"2024-06-21 12:00",,0.2,3.3,14,1,120.357422,22.628126,50
仁武,高雄市,24,,良好,,,23.1,12.3,23,11,,,,3.9,194,"2024-06-21 12:00",,0.1,7.5,15,1,120.332631,22.689056,49
橋頭,高雄市,21,,良好,2.3,0.19,20.9,10.9,20,7,8.3,12.8,4.4,3.6,210,"2024-06-21 12:00",,0.1,6.5,17,1,120.305689,22.757506,48
美濃,高雄市,13,,良好,0.9,0.1,28.1,14.8,20,6,2.4,3.3,0.9,2.6,175,"2024-06-21 12:00",,0.1,2.4,13,0,120.530542,22.883583,47
臺南,臺南市,17,,良好,2.6,0.1,18.8,12.3,18,4,5.9,8.6,2.6,4.9,214,"2024-06-21 12:00",,0.1,2.4,17,0,120.21947897,22.98928311,46
安南,臺南市,18,,良好,1.1,0.15,24.9,14.0,19,6,4.2,5.4,1.2,3.4,205,"2024-06-21 12:00",,0.2,5.6,17,1,120.2175,23.048197,45
善化,臺南市,23,,良好,0.8,0.15,46.3,16.3,24,11,4.7,6,1.3,3.9,192,"2024-06-21 12:00",,0,7,13,0,120.29740529,23.11337642,44
新營,臺南市,14,,良好,1.1,0.21,41.4,15.6,20,8,4.5,6.2,1.7,2.5,218,"2024-06-21 12:00",,0.1,2.9,13,0,120.31725,23.305633,43
嘉義,嘉義市,13,,良好,1,0.1,21.5,11.2,8,2,2.1,2.9,0.7,2.9,196,"2024-06-21 12:00",,0.1,3.2,13,0,120.44125148,23.46477865,42
臺西,雲林縣,19,,良好,1.3,0.09,25.9,14.5,11,3,1.4,2,0.5,5,222,"2024-06-21 12:00",,0.1,5.7,18,0,120.19933333,23.702175,41
朴子,嘉義縣,22,,良好,1.5,0.15,26.1,13.3,25,5,,,,2.5,247,"2024-06-21 12:00",,0.1,5.3,22,1,120.2478,23.46538,40
新港,嘉義縣,23,,良好,2,0.12,46.5,19.1,25,8,3.3,4.8,1.4,3.1,263,"2024-06-21 12:00",,0.1,7.1,19,1,120.345531,23.554839,39
崙背,雲林縣,20,,良好,1,0.12,35.4,12.8,15,5,2.1,2.3,0.2,2,254,"2024-06-21 12:00",,0.1,6.3,15,0,120.348742,23.757547,38
斗六,雲林縣,15,,良好,1.2,0.16,31.7,16.6,18,2,2.3,3.8,1.5,2.1,228,"2024-06-21 12:00",,0.1,4.3,13,1,120.544994,23.711853,37
南投,南投縣,16,,良好,0.7,0.16,34.9,14.5,16,6,,,,3.3,228,"2024-06-21 12:00",,0.1,3.5,16,0,120.685306,23.913,36
二林,彰化縣,31,,良好,1.6,0.12,36.9,15.7,23,6,2.4,2.9,0.4,4.4,265,"2024-06-21 12:00",,0.1,9.4,25,1,120.409653,23.925175,35
線西,彰化縣,17,,良好,1.6,0.08,30.9,16.5,13,4,2.8,3.8,1,5.2,245,"2024-06-21 12:00",,0.1,5.2,14,0,120.469061,24.131672,34
彰化,彰化縣,15,,良好,1.5,0.13,37.9,16.9,21,5,5.8,8.2,2.4,2.7,296,"2024-06-21 12:00",,0.1,2.1,14,1,120.541519,24.066,33
西屯,臺中市,20,,良好,2.1,0.13,38.8,15.5,25,6,4.2,5.7,1.5,3.2,258,"2024-06-21 12:00",,0.1,5.1,20,1,120.616917,24.162197,32
忠明,臺中市,14,,良好,1.3,0.18,35.9,15.1,20,3,5.3,7.6,2.3,1.8,230,"2024-06-21 12:00",,0.1,2.2,13,1,120.641092,24.151958,31
大里,臺中市,23,,良好,1,0.16,37.4,15.3,21,9,4.4,4.3,0,3.3,246,"2024-06-21 12:00",,0.1,7,14,1,120.67844444,24.09961111,30
沙鹿,臺中市,15,,良好,1.3,,,9.1,,,,,,4,246,"2024-06-21 12:00",,0.1,4.6,14,0,120.568794,24.225628,29
豐原,臺中市,19,,良好,1.3,0.17,39.7,20.3,19,6,4.2,5.9,1.7,3.3,208,"2024-06-21 12:00",,0.1,3.2,12,1,120.74252414,24.25699731,28
